"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.content1","Answer.categories","Approve","Reject"
"3SU800BH87IMTJPJFXFPZ8KBYKZQUZ","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3DUZQ9U6SOE05YRQ2TJ0EEXJ0LQVSC","AOM8P84YIKLG","Submitted","Mon Nov 05 14:38:53 PST 2018","Mon Nov 05 14:39:48 PST 2018","Sat Nov 10 14:39:48 PST 2018","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","On the other hand  I'm thinking of how deep she is in herself and the things that she has to deal with (insecurity  immaturity  depression  sugar addiction  and on and on) and she clearly doesn't love me the way she said that she did","9"
"3XJOUITW8VH7T6AUFSPFUCY9F6SQT8","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3WQ3B2KGEA6L20UQKTDGH1G37TYB13","A2T5CROJ0FWIJY","Submitted","Mon Nov 05 14:41:03 PST 2018","Mon Nov 05 14:41:10 PST 2018","Sat Nov 10 14:41:10 PST 2018","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","We also have a daily check in thread where we talk abouthow we are doing","9"
"3U74KRR67NBMQ9X2Z0XYQI34AV5NTI","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3WEV0KO0OOIEBHR4B8J68SRC0ENDSW","A2WWFBKCUC55BX","Submitted","Mon Nov 05 14:41:01 PST 2018","Mon Nov 05 14:41:06 PST 2018","Sat Nov 10 14:41:06 PST 2018","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","I am so sorry for your circumstances","4"
"3FO95NVK5DQ6Q7CF379PPXCS99GSRM","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3A4NIXBJ78PUBY2R4SL8FW0BHY6LM7","AR8O1107OAW4V","Submitted","Mon Nov 05 14:38:25 PST 2018","Mon Nov 05 14:38:39 PST 2018","Sat Nov 10 14:38:39 PST 2018","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","he gave me a scriptfor mirtazapine  which is generic Remeron","9"
"3UQ1LLR26BYRNDV8HNQ2IL9NHBKLAT","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","37W3JXSD68YAG934R9GLI24YOFNYW2","A1APYLD4DUK33J","Submitted","Mon Nov 05 14:35:43 PST 2018","Mon Nov 05 14:35:52 PST 2018","Sat Nov 10 14:35:52 PST 2018","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Right now  this psych appt","1"
"3UXQ63NLABCW6N00N1QYDWTTZT5LBO","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3VE8AYVF8ONTQHQROG8RF1UW0XV8F1","A1KEAHVVML6319","Submitted","Mon Nov 05 14:37:21 PST 2018","Mon Nov 05 14:37:57 PST 2018","Sat Nov 10 14:37:57 PST 2018","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","Doc just told me to stop taking it  cause the does is so low  it most likely is not helping my pain at all","7"
"33EEIIWHK8XM6YEJKNPUVUMUCR8QVO","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3IGI0VL649A8Z1QOTLG0KST5HTMNOR","A2P065E9CYMYJL","Submitted","Mon Nov 05 14:41:55 PST 2018","Mon Nov 05 14:42:10 PST 2018","Sat Nov 10 14:42:10 PST 2018","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Thankyou for caring enough too reply","8"
"3EFNPKWBMTEE6W71JFP9XT3T83I034","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3VZLGYJEYN0PAZIZX0EQYSR73BYXZM","AMYURTQIMAC8T","Submitted","Mon Nov 05 14:39:59 PST 2018","Mon Nov 05 14:40:11 PST 2018","Sat Nov 10 14:40:11 PST 2018","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","He likes it soupier  I like it thick","9"
"3OLZC0DJ8K59P0Q07FKLMSV8LHRVIQ","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:43 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:43 PST 2018","","","36W0OB37HY4SO9IKSWW4V63DFLGHZE","A3BI0AX5T5GVO3","Submitted","Mon Nov 05 14:40:30 PST 2018","Mon Nov 05 14:40:36 PST 2018","Sat Nov 10 14:40:36 PST 2018","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","You don\'t need to live unhappy","8"
"31MBOZ6PAPHFGSS611MTOGZBHE5LCV","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3ZY8KE4ISLTOSICDAPUVJEIIIX4QVH","A3LQNB4T0LQMWG","Submitted","Mon Nov 05 14:35:34 PST 2018","Mon Nov 05 14:36:00 PST 2018","Sat Nov 10 14:36:00 PST 2018","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","that is pretty sad  right","9"
"3LAZVA75NJHAOV31H0DF4KUJ0SXO26","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:43 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:43 PST 2018","","","3TU5ZICBRFRQH6G02WJLR0YA7Z4Q8D","A2KED6T6BO622W","Submitted","Mon Nov 05 14:37:58 PST 2018","Mon Nov 05 14:38:20 PST 2018","Sat Nov 10 14:38:20 PST 2018","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","I hope that you find the medication that works for you","9"
"3NKW03WTLNXZLNEOAXUQHW58J0AQWY","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3I2PTA7R3VKAC7I1BLGOH5712ZZQKX","AR8O1107OAW4V","Submitted","Mon Nov 05 14:41:38 PST 2018","Mon Nov 05 14:41:55 PST 2018","Sat Nov 10 14:41:55 PST 2018","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","You don't have to feel like you are enabling them either by letting them stay in bed for a day here and there  it is all a part of the healing process","9"
"3LOJFQ4BOY5E1EG2GX53TM4EDECDKK","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3NJM2BJS4YW7TX5YJVK1TH4JSU4CPF","A2WWFBKCUC55BX","Submitted","Mon Nov 05 14:40:17 PST 2018","Mon Nov 05 14:40:25 PST 2018","Sat Nov 10 14:40:25 PST 2018","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","He lost 10 pounds  I gained 3","9"
"3Y3CZJSZ9LJ5K5E4RBWHWM20VP8R5J","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:43 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:43 PST 2018","","","3VNL7UK1XH9CO1IFREJM6XQJEAFFTW","A1APYLD4DUK33J","Submitted","Mon Nov 05 14:33:58 PST 2018","Mon Nov 05 14:34:07 PST 2018","Sat Nov 10 14:34:07 PST 2018","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","'TeresaI just wanted to say that it is great to see/typing a smile","8"
"3FK4G712NYQIRMCSIW9UF7HOVBZSSA","3HN4348L0ETXWX0WM9D9RF20FQD3S7","choose the most significant emotion appearing in a sentence","pick one of eight pre chosen emotions to label one sentence at a time","categorize, emotions, labeling, sentence, language","$0.03","Mon Nov 05 14:32:37 PST 2018","1","BatchId:3424751;OriginalHitTemplateId:926051498;","60","432000","Wed Nov 07 14:32:37 PST 2018","","","3YOH7BII0BX2HFEIXKAYNS69JRDVKV","A3IL353B9W303T","Submitted","Mon Nov 05 14:40:24 PST 2018","Mon Nov 05 14:40:44 PST 2018","Sat Nov 10 14:40:44 PST 2018","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","In time  I even realised that I was good at customer service and I did stints on the reception/helpdesk and helping people with problems was really rewarding too -- never very big problems  and nice to feel I could solve little things","8"
